EstablishmentID,InspectionID,Ins_TypeDesc,EstablishmentName,PlaceName,Address,Address2,City,State,Zip,TypeDescription,InspectionDate,score,Grade,NameSearch,Intersection,ObjectId
29956,1684470,REGULAR,CVS #6211,,3721 LEXINGTON RD,,LOUISVILLE,KY,40207,PRE-PACKAGED RETAIL,2022/07/06 00:00:00,100,,CVS #6211,,1
29967,1699737,REGULAR,NEIGHBORHOOD FOOD MART,,542 LAMPTON ST,,LOUISVILLE,KY,40203,SUPERMARKET WITH PROCESSING,2022/09/07 00:00:00,97,,NEIGHBORHOOD FOOD MART,,2
29979,1698679,REGULAR,CIRCLE K #4700075,,1630 ARTHUR ST,,LOUISVILLE,KY,40208,"RETAIL-FOOD  10,000 SQ FT OR LESS",2022/09/01 00:00:00,97,A,CIRCLE K #4700075,,3
29979,1698680,REGULAR,CIRCLE K #4700075,,1630 ARTHUR ST,,LOUISVILLE,KY,40208,"RETAIL-FOOD  10,000 SQ FT OR LESS",2022/09/01 00:00:00,98,,CIRCLE K #4700075,,4
29979,1731827,REGULAR,CIRCLE K #4700075,,1630 ARTHUR ST,,LOUISVILLE,KY,40208,"RETAIL-FOOD  10,000 SQ FT OR LESS",2023/01/27 00:00:00,95,A,CIRCLE K #4700075,,5
29979,1731828,REGULAR,CIRCLE K #4700075,,1630 ARTHUR ST,,LOUISVILLE,KY,40208,"RETAIL-FOOD  10,000 SQ FT OR LESS",2023/01/27 00:00:00,97,,CIRCLE K #4700075,,6
30043,1700824,FOLLOWUP,F&Y SUPERMARKET,,3801 W MARKET ST,,LOUISVILLE,KY,40212,"RETAIL-FOOD  10,000 SQ FT OR LESS",2022/09/12 00:00:00,98,,F&Y SUPERMARKET,,7
30043,1698630,REGULAR,F&Y SUPERMARKET,,3801 W MARKET ST,,LOUISVILLE,KY,40212,"RETAIL-FOOD  10,000 SQ FT OR LESS",2022/09/01 00:00:00,94,A,F&Y SUPERMARKET,,8
30043,1698631,REGULAR,F&Y SUPERMARKET,,3801 W MARKET ST,,LOUISVILLE,KY,40212,"RETAIL-FOOD  10,000 SQ FT OR LESS",2022/09/01 00:00:00,95,,F&Y SUPERMARKET,,9
30043,1735940,REGULAR,F&Y SUPERMARKET,,3801 W MARKET ST,,LOUISVILLE,KY,40212,"RETAIL-FOOD  10,000 SQ FT OR LESS",2023/02/17 00:00:00,94,A,F&Y SUPERMARKET,,10
30043,1735941,REGULAR,F&Y SUPERMARKET,,3801 W MARKET ST,,LOUISVILLE,KY,40212,"RETAIL-FOOD  10,000 SQ FT OR LESS",2023/02/17 00:00:00,91,,F&Y SUPERMARKET,,11
30085,1705774,REGULAR,SPEEDWAY #9709,,4239 POPLAR LEVEL RD,,LOUISVILLE,KY,40213,"RETAIL-FOOD  10,000 SQ FT OR LESS",2022/10/03 00:00:00,96,A,SPEEDWAY #9709,,12
30085,1705775,REGULAR,SPEEDWAY #9709,,4239 POPLAR LEVEL RD,,LOUISVILLE,KY,40213,"RETAIL-FOOD  10,000 SQ FT OR LESS",2022/10/03 00:00:00,95,,SPEEDWAY #9709,,13
30085,1744034,REGULAR,SPEEDWAY #9709,,4239 POPLAR LEVEL RD,,LOUISVILLE,KY,40213,"RETAIL-FOOD  10,000 SQ FT OR LESS",2023/03/24 00:00:00,97,A,SPEEDWAY #9709,,14
30085,1744035,REGULAR,SPEEDWAY #9709,,4239 POPLAR LEVEL RD,,LOUISVILLE,KY,40213,"RETAIL-FOOD  10,000 SQ FT OR LESS",2023/03/24 00:00:00,97,,SPEEDWAY #9709,,15
30108,1684741,REGULAR,SPEEDWAY #9515,,2720 TAYLORSVILLE RD,,LOUISVILLE,KY,40205,"RETAIL-FOOD  10,000 SQ FT OR LESS",2022/07/06 00:00:00,99,A,SPEEDWAY #9515,,16
30108,1684742,REGULAR,SPEEDWAY #9515,,2720 TAYLORSVILLE RD,,LOUISVILLE,KY,40205,"RETAIL-FOOD  10,000 SQ FT OR LESS",2022/07/06 00:00:00,100,,SPEEDWAY #9515,,17
30108,1724197,REGULAR,SPEEDWAY #9515,,2720 TAYLORSVILLE RD,,LOUISVILLE,KY,40205,"RETAIL-FOOD  10,000 SQ FT OR LESS",2022/12/16 00:00:00,99,A,SPEEDWAY #9515,,18
30108,1724198,REGULAR,SPEEDWAY #9515,,2720 TAYLORSVILLE RD,,LOUISVILLE,KY,40205,"RETAIL-FOOD  10,000 SQ FT OR LESS",2022/12/16 00:00:00,100,,SPEEDWAY #9515,,19
30108,1757510,REGULAR,SPEEDWAY #9515,,2720 TAYLORSVILLE RD,,LOUISVILLE,KY,40205,"RETAIL-FOOD  10,000 SQ FT OR LESS",2023/05/22 00:00:00,98,A,SPEEDWAY #9515,,20
30108,1757511,REGULAR,SPEEDWAY #9515,,2720 TAYLORSVILLE RD,,LOUISVILLE,KY,40205,"RETAIL-FOOD  10,000 SQ FT OR LESS",2023/05/22 00:00:00,99,,SPEEDWAY #9515,,21
30154,1737641,REGULAR,CIRCLE K #4700117,,9619 WHIPPS MILL RD,,LOUISVILLE,KY,40222,PRE-PACKAGED RETAIL,2023/02/24 00:00:00,98,,CIRCLE K #4700117,,22
30248,1697515,REGULAR,NEWCOMER ACADEMY,,3741 PULLIAM DR,,LOUISVILLE,KY,40218,SCHOOL CAFETERIA OR FOOD SERVICE,2022/08/29 00:00:00,100,A,NEWCOMER ACADEMY,,23
30248,1740736,REGULAR,NEWCOMER ACADEMY,,3741 PULLIAM DR,,LOUISVILLE,KY,40218,SCHOOL CAFETERIA OR FOOD SERVICE,2023/03/10 00:00:00,99,A,NEWCOMER ACADEMY,,24
30264,1692958,REGULAR,SPEEDWAY #5043,,4417 DIXIE HWY,,LOUISVILLE,KY,40216,"RETAIL-FOOD  10,000 SQ FT OR LESS",2022/08/09 00:00:00,98,A,SPEEDWAY #5043,,25
30264,1692959,REGULAR,SPEEDWAY #5043,,4417 DIXIE HWY,,LOUISVILLE,KY,40216,"RETAIL-FOOD  10,000 SQ FT OR LESS",2022/08/09 00:00:00,97,,SPEEDWAY #5043,,26
30264,1732669,REGULAR,SPEEDWAY #5043,,4417 DIXIE HWY,,LOUISVILLE,KY,40216,"RETAIL-FOOD  10,000 SQ FT OR LESS",2023/02/01 00:00:00,94,A,SPEEDWAY #5043,,27
30264,1732670,REGULAR,SPEEDWAY #5043,,4417 DIXIE HWY,,LOUISVILLE,KY,40216,"RETAIL-FOOD  10,000 SQ FT OR LESS",2023/02/01 00:00:00,97,,SPEEDWAY #5043,,28
30337,1736243,REGULAR,PIC PAC,,3110 TAYLOR BLVD,,LOUISVILLE,KY,40215,SUPERMARKET WITH PROCESSING,2023/02/20 00:00:00,91,,PIC PAC,,29
30337,1740411,COMPLAINT,PIC PAC,,3110 TAYLOR BLVD,,LOUISVILLE,KY,40215,SUPERMARKET WITH PROCESSING,2023/02/20 00:00:00,0,,PIC PAC,,30
30337,1740412,FOLLOWUP,PIC PAC,,3110 TAYLOR BLVD,,LOUISVILLE,KY,40215,SUPERMARKET WITH PROCESSING,2023/02/21 00:00:00,0,,PIC PAC,,31
30374,1754411,REGULAR,SUGAR AND SPICE,,5613 BARDSTOWN RD,,LOUISVILLE,KY,40291,PRE-PACKAGED RETAIL,2023/05/09 00:00:00,99,,SUGAR AND SPICE,,32
30394,1686030,COMPLAINT,SAM'S CLUB #8276,,6622 PRESTON HWY,,LOUISVILLE,KY,40219,"RETAIL-FOOD  10,000 SQ FT OR LESS",2022/06/28 00:00:00,0,,SAM'S CLUB #8276,,33
30394,1682788,REGULAR,SAM'S CLUB #8276,,6622 PRESTON HWY,,LOUISVILLE,KY,40219,"RETAIL-FOOD  10,000 SQ FT OR LESS",2022/06/28 00:00:00,98,A,SAM'S CLUB #8276,,34
30394,1682789,REGULAR,SAM'S CLUB #8276,,6622 PRESTON HWY,,LOUISVILLE,KY,40219,"RETAIL-FOOD  10,000 SQ FT OR LESS",2022/06/28 00:00:00,94,,SAM'S CLUB #8276,,35
30394,1684121,FOLLOWUP,SAM'S CLUB #8276,,6622 PRESTON HWY,,LOUISVILLE,KY,40219,"RETAIL-FOOD  10,000 SQ FT OR LESS",2022/07/05 00:00:00,100,,SAM'S CLUB #8276,,36
30394,1724804,REGULAR,SAM'S CLUB #8276,,6622 PRESTON HWY,,LOUISVILLE,KY,40219,"RETAIL-FOOD  10,000 SQ FT OR LESS",2022/12/19 00:00:00,98,A,SAM'S CLUB #8276,,37
30394,1724805,REGULAR,SAM'S CLUB #8276,,6622 PRESTON HWY,,LOUISVILLE,KY,40219,"RETAIL-FOOD  10,000 SQ FT OR LESS",2022/12/19 00:00:00,99,,SAM'S CLUB #8276,,38
30411,1721988,REGULAR,WALGREENS #12322,,808 EASTERN PKWY,,LOUISVILLE,KY,40217,PRE-PACKAGED RETAIL,2022/12/07 00:00:00,95,,WALGREENS #12322,,39
30425,1685452,REGULAR,BIG LOTS #226,,4121 SHELBYVILLE RD,,LOUISVILLE,KY,40207,SUPERMARKET WITH PROCESSING,2022/07/11 00:00:00,100,,BIG LOTS #226,,40
30826,1715420,REGULAR,TIMOTHY'S ANGELS,,1351 CATALPA ST,,LOUISVILLE,KY,40211,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2022/11/08 00:00:00,99,A,TIMOTHY'S ANGELS,,41
30826,1757398,REGULAR,TIMOTHY'S ANGELS,,1351 CATALPA ST,,LOUISVILLE,KY,40211,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2023/05/22 00:00:00,100,A,TIMOTHY'S ANGELS,,42
30917,1677229,REGULAR,BRIGHT HORIZONS @ PLAINVIEW SCHOOL,,10320 TIMBERWOOD CIRCLE,,LOUISVILLE,KY,40223,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2022/06/06 00:00:00,98,A,BRIGHT HORIZONS @ PLAINVIEW SCHOOL,,43
30917,1744461,REGULAR,BRIGHT HORIZONS @ PLAINVIEW SCHOOL,,10320 TIMBERWOOD CIRCLE,,LOUISVILLE,KY,40223,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2023/03/27 00:00:00,100,A,BRIGHT HORIZONS @ PLAINVIEW SCHOOL,,44
30917,1715303,REGULAR,BRIGHT HORIZONS @ PLAINVIEW SCHOOL,,10320 TIMBERWOOD CIRCLE,,LOUISVILLE,KY,40223,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2022/11/07 00:00:00,99,A,BRIGHT HORIZONS @ PLAINVIEW SCHOOL,,45
30972,1701548,REGULAR,KINDER CARE LEARNING CTR #420,,730 ZORN AVE,,LOUISVILLE,KY,40206,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2022/09/14 00:00:00,100,A,KINDER CARE LEARNING CTR #420,,46
30972,1740536,REGULAR,KINDER CARE LEARNING CTR #420,,730 ZORN AVE,,LOUISVILLE,KY,40206,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2023/03/09 00:00:00,100,A,KINDER CARE LEARNING CTR #420,,47
30989,1699656,REGULAR,SOUTHSIDE CHRISTIAN,,5804 SOUTHSIDE DR,,LOUISVILLE,KY,40214,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2022/09/07 00:00:00,98,A,SOUTHSIDE CHRISTIAN,,48
30989,1738650,REGULAR,SOUTHSIDE CHRISTIAN,,5804 SOUTHSIDE DR,,LOUISVILLE,KY,40214,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2023/03/01 00:00:00,100,A,SOUTHSIDE CHRISTIAN,,49
30993,1703319,REGULAR,WEE CARE NURSERY,,11616 MAIN ST,,LOUISVILLE,KY,40243,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2022/09/21 00:00:00,100,A,WEE CARE NURSERY,,50
31824,1734371,REGULAR,ST. ATHANASIUS SCHOOL,,5915 OUTER LOOP,,LOUISVILLE,KY,40219,SCHOOL CAFETERIA OR FOOD SERVICE,2023/02/09 00:00:00,99,A,ST. ATHANASIUS SCHOOL,,51
31827,1711256,REGULAR,ST. BERNARD SCHOOL,,7501 TANGELO DR,,LOUISVILLE,KY,40228,SCHOOL CAFETERIA OR FOOD SERVICE,2022/10/20 00:00:00,100,A,ST. BERNARD SCHOOL,,52
31827,1755205,REGULAR,ST. BERNARD SCHOOL,,7501 TANGELO DR,,LOUISVILLE,KY,40228,SCHOOL CAFETERIA OR FOOD SERVICE,2023/05/12 00:00:00,99,A,ST. BERNARD SCHOOL,,53
31831,1697222,REGULAR,ST. EDWARD'S SCHOOL,,9610 SUE HELEN DR,,LOUISVILLE,KY,40299,SCHOOL CAFETERIA OR FOOD SERVICE,2022/08/26 00:00:00,100,A,ST. EDWARD'S SCHOOL,,54
31831,1733928,REGULAR,ST. EDWARD'S SCHOOL,,9610 SUE HELEN DR,,LOUISVILLE,KY,40299,SCHOOL CAFETERIA OR FOOD SERVICE,2023/02/07 00:00:00,100,A,ST. EDWARD'S SCHOOL,,55
31833,1698912,REGULAR,ST. FRANCIS OF ASSISI,,1938 ALFRESCO PL,,LOUISVILLE,KY,40205,SCHOOL CAFETERIA OR FOOD SERVICE,2022/09/02 00:00:00,99,A,ST. FRANCIS OF ASSISI,,56
31833,1739725,REGULAR,ST. FRANCIS OF ASSISI,,1938 ALFRESCO PL,,LOUISVILLE,KY,40205,SCHOOL CAFETERIA OR FOOD SERVICE,2023/03/07 00:00:00,96,A,ST. FRANCIS OF ASSISI,,57
31835,1699708,REGULAR,ST. GABRIEL SCHOOL,,5503 BARDSTOWN RD,,LOUISVILLE,KY,40291,SCHOOL CAFETERIA OR FOOD SERVICE,2022/09/07 00:00:00,99,A,ST. GABRIEL SCHOOL,,58
31835,1738478,REGULAR,ST. GABRIEL SCHOOL,,5503 BARDSTOWN RD,,LOUISVILLE,KY,40291,SCHOOL CAFETERIA OR FOOD SERVICE,2023/02/28 00:00:00,99,A,ST. GABRIEL SCHOOL,,59
31838,1702964,REGULAR,ST. JAMES SCHOOL,,1818 EDENSIDE DR,,LOUISVILLE,KY,40204,SCHOOL CAFETERIA OR FOOD SERVICE,2022/09/01 00:00:00,98,A,ST. JAMES SCHOOL,,60
31838,1739726,REGULAR,ST. JAMES SCHOOL,,1818 EDENSIDE DR,,LOUISVILLE,KY,40204,SCHOOL CAFETERIA OR FOOD SERVICE,2023/03/07 00:00:00,99,A,ST. JAMES SCHOOL,,61
31843,1701235,REGULAR,NOTRE DAME ACADEMY,,1925 LEWISTON DR,,LOUISVILLE,KY,40216,SCHOOL CAFETERIA OR FOOD SERVICE,2022/09/13 00:00:00,100,A,NOTRE DAME ACADEMY,,62
31843,1739825,REGULAR,NOTRE DAME ACADEMY,,1925 LEWISTON DR,,LOUISVILLE,KY,40216,SCHOOL CAFETERIA OR FOOD SERVICE,2023/03/07 00:00:00,100,A,NOTRE DAME ACADEMY,,63
31844,1717363,REGULAR,IMMACULATA CLASSICAL ACADEMY,,440 ZORN AVE,,LOUISVILLE,KY,40206,SCHOOL CAFETERIA OR FOOD SERVICE,2022/11/16 00:00:00,95,A,IMMACULATA CLASSICAL ACADEMY,,64
31844,1722553,COMPLAINT,IMMACULATA CLASSICAL ACADEMY,,440 ZORN AVE,,LOUISVILLE,KY,40206,SCHOOL CAFETERIA OR FOOD SERVICE,2022/11/16 00:00:00,0,,IMMACULATA CLASSICAL ACADEMY,,65
31844,1722554,OFFICE,IMMACULATA CLASSICAL ACADEMY,,440 ZORN AVE,,LOUISVILLE,KY,40206,SCHOOL CAFETERIA OR FOOD SERVICE,2022/11/18 00:00:00,0,,IMMACULATA CLASSICAL ACADEMY,,66
31844,1749433,REGULAR,IMMACULATA CLASSICAL ACADEMY,,440 ZORN AVE,,LOUISVILLE,KY,40206,SCHOOL CAFETERIA OR FOOD SERVICE,2023/04/19 00:00:00,100,A,IMMACULATA CLASSICAL ACADEMY,,67
31846,1699475,REGULAR,ST. MARTHA SCHOOL,,2825 KLONDIKE LN,,LOUISVILLE,KY,40218,SCHOOL CAFETERIA OR FOOD SERVICE,2022/09/06 00:00:00,100,A,ST. MARTHA SCHOOL,,68
31846,1744946,REGULAR,ST. MARTHA SCHOOL,,2825 KLONDIKE LN,,LOUISVILLE,KY,40218,SCHOOL CAFETERIA OR FOOD SERVICE,2023/03/29 00:00:00,99,A,ST. MARTHA SCHOOL,,69
31847,1712782,REGULAR,ST. MARGARET MARY CATHOLIC SCHOOL,,7813 SHELBYVILLE RD,,LOUISVILLE,KY,40222,SCHOOL CAFETERIA OR FOOD SERVICE,2022/10/27 00:00:00,98,A,ST. MARGARET MARY CATHOLIC SCHOOL,,70
31847,1745461,REGULAR,ST. MARGARET MARY CATHOLIC SCHOOL,,7813 SHELBYVILLE RD,,LOUISVILLE,KY,40222,SCHOOL CAFETERIA OR FOOD SERVICE,2023/03/31 00:00:00,100,A,ST. MARGARET MARY CATHOLIC SCHOOL,,71
32111,1709915,REGULAR,KIDS ACADEMY INC,,5121 MILE OF SUNSHINE DR,,LOUISVILLE,KY,40219,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2022/10/14 00:00:00,98,A,KIDS ACADEMY INC,,72
32111,1754919,REGULAR,KIDS ACADEMY INC,,5121 MILE OF SUNSHINE DR,,LOUISVILLE,KY,40219,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2023/05/11 00:00:00,99,A,KIDS ACADEMY INC,,73
32112,1723406,REGULAR,CHEDDAR BOX,,3909 CHENOWETH SQUARE,,LOUISVILLE,KY,40207,FOOD SERVICE,2022/12/13 00:00:00,96,A,CHEDDAR BOX,,74
32114,1720399,REGULAR,CORNER CAFE & PIZZERIA,,9307 NEW LAGRANGE RD,,LOUISVILLE,KY,40242,FOOD SERVICE,2022/12/01 00:00:00,93,A,CORNER CAFE & PIZZERIA,,75
32140,1710290,REGULAR,ARBY'S #5412,,6216 BARDSTOWN RD,,LOUISVILLE,KY,40291,FOOD SERVICE,2022/10/18 00:00:00,95,A,ARBY'S #5412,,76
32140,1738475,REGULAR,ARBY'S #5412,,6216 BARDSTOWN RD,,LOUISVILLE,KY,40291,FOOD SERVICE,2023/02/27 00:00:00,96,A,ARBY'S #5412,,77
32337,1712850,REGULAR,KROGER L-376,,4501 OUTER LOOP,,LOUISVILLE,KY,40219,"RETAIL-FOOD  10,001 SQ FT OR OVER",2022/10/27 00:00:00,98,A,KROGER L-376,,78
32337,1712851,REGULAR,KROGER L-376,,4501 OUTER LOOP,,LOUISVILLE,KY,40219,"RETAIL-FOOD  10,001 SQ FT OR OVER",2022/10/27 00:00:00,98,,KROGER L-376,,79
32337,1756956,REGULAR,KROGER L-376,,4501 OUTER LOOP,,LOUISVILLE,KY,40219,"RETAIL-FOOD  10,001 SQ FT OR OVER",2023/05/18 00:00:00,95,C,KROGER L-376,,80
32337,1756957,REGULAR,KROGER L-376,,4501 OUTER LOOP,,LOUISVILLE,KY,40219,"RETAIL-FOOD  10,001 SQ FT OR OVER",2023/05/18 00:00:00,99,,KROGER L-376,,81
32358,1704255,REGULAR,ARBY'S #5430,,10704 DIXIE HWY,,LOUISVILLE,KY,40272,FOOD SERVICE,2022/09/27 00:00:00,98,A,ARBY'S #5430,,82
32358,1743667,REGULAR,ARBY'S #5430,,10704 DIXIE HWY,,LOUISVILLE,KY,40272,FOOD SERVICE,2023/03/22 00:00:00,96,A,ARBY'S #5430,,83
32360,1709808,REGULAR,CIRCLE K #4700111,,9200 DIXIE HWY,,LOUISVILLE,KY,40272,"RETAIL-FOOD  10,000 SQ FT OR LESS",2022/10/17 00:00:00,99,A,CIRCLE K #4700111,,84
32360,1709810,REGULAR,CIRCLE K #4700111,,9200 DIXIE HWY,,LOUISVILLE,KY,40272,"RETAIL-FOOD  10,000 SQ FT OR LESS",2022/10/17 00:00:00,96,,CIRCLE K #4700111,,85
32360,1751609,FOLLOWUP,CIRCLE K #4700111,,9200 DIXIE HWY,,LOUISVILLE,KY,40272,"RETAIL-FOOD  10,000 SQ FT OR LESS",2023/04/26 00:00:00,99,,CIRCLE K #4700111,,86
32360,1749129,FOLLOWUP,CIRCLE K #4700111,,9200 DIXIE HWY,,LOUISVILLE,KY,40272,"RETAIL-FOOD  10,000 SQ FT OR LESS",2023/04/18 00:00:00,96,,CIRCLE K #4700111,,87
32360,1747157,REGULAR,CIRCLE K #4700111,,9200 DIXIE HWY,,LOUISVILLE,KY,40272,"RETAIL-FOOD  10,000 SQ FT OR LESS",2023/04/10 00:00:00,98,A,CIRCLE K #4700111,,88
32360,1747158,REGULAR,CIRCLE K #4700111,,9200 DIXIE HWY,,LOUISVILLE,KY,40272,"RETAIL-FOOD  10,000 SQ FT OR LESS",2023/04/10 00:00:00,96,,CIRCLE K #4700111,,89
32368,1694959,REGULAR,WILDERNESS RD NUTRITION PROGRAM,,8111 BLUE LICK RD,,LOUISVILLE,KY,40219,RETAIL WITH LIMITED SERVICE,2022/08/17 00:00:00,100,,WILDERNESS RD NUTRITION PROGRAM,,90
32376,1693775,REGULAR,LIQUOR DEPOT,,4048 DIXIE HWY,,LOUISVILLE,KY,40216,PRE-PACKAGED RETAIL,2022/08/11 00:00:00,100,,LIQUOR DEPOT,,91
32382,1716299,REGULAR,SPEEDWAY #9686,,6821 SOUTHSIDE DR,,LOUISVILLE,KY,40214,"RETAIL-FOOD  10,000 SQ FT OR LESS",2022/11/11 00:00:00,98,A,SPEEDWAY #9686,,92
32382,1716300,REGULAR,SPEEDWAY #9686,,6821 SOUTHSIDE DR,,LOUISVILLE,KY,40214,"RETAIL-FOOD  10,000 SQ FT OR LESS",2022/11/11 00:00:00,98,,SPEEDWAY #9686,,93
32382,1756929,REGULAR,SPEEDWAY #9686,,6821 SOUTHSIDE DR,,LOUISVILLE,KY,40214,"RETAIL-FOOD  10,000 SQ FT OR LESS",2023/05/17 00:00:00,100,A,SPEEDWAY #9686,,94
32382,1756930,REGULAR,SPEEDWAY #9686,,6821 SOUTHSIDE DR,,LOUISVILLE,KY,40214,"RETAIL-FOOD  10,000 SQ FT OR LESS",2023/05/17 00:00:00,99,,SPEEDWAY #9686,,95
32384,1694344,REGULAR,STRATHMOOR EDUCATION CENTER,,2201 HAWTHORNE AVE,,LOUISVILLE,KY,40205,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2022/08/15 00:00:00,100,A,STRATHMOOR EDUCATION CENTER,,96
32384,1737331,REGULAR,STRATHMOOR EDUCATION CENTER,,2201 HAWTHORNE AVE,,LOUISVILLE,KY,40205,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2023/02/23 00:00:00,100,A,STRATHMOOR EDUCATION CENTER,,97
32531,1704814,REGULAR,BOYS & GIRLS HAVEN #1,,2301 GOLDSMITH LN,,LOUISVILLE,KY,40218,FOOD SERVICE,2022/09/29 00:00:00,99,A,BOYS & GIRLS HAVEN #1,,98
32531,1746005,REGULAR,BOYS & GIRLS HAVEN #1,,2301 GOLDSMITH LN,,LOUISVILLE,KY,40218,FOOD SERVICE,2023/04/04 00:00:00,97,A,BOYS & GIRLS HAVEN #1,,99
32534,1710579,REGULAR,KRAZY DAVES NEIGHBORHOOD PUB & GRILL,,2817 DEL RIO PL STE 110,,LOUISVILLE,KY,40220,FOOD SERVICE,2022/10/19 00:00:00,92,A,KRAZY DAVES NEIGHBORHOOD PUB & GRILL,,100
31334,1693461,REGULAR,GOOD SAMARITAN,,3500 GOOD SAMARITAN WAY,,LOUISVILLE,KY,40299,FOOD SERVICE,2022/08/10 00:00:00,98,A,GOOD SAMARITAN,,101
31334,1722999,REGULAR,GOOD SAMARITAN,,3500 GOOD SAMARITAN WAY,,LOUISVILLE,KY,40299,FOOD SERVICE,2022/12/12 00:00:00,99,A,GOOD SAMARITAN,,102
31334,1755154,REGULAR,GOOD SAMARITAN,,3500 GOOD SAMARITAN WAY,,LOUISVILLE,KY,40299,FOOD SERVICE,2023/05/12 00:00:00,99,A,GOOD SAMARITAN,,103
31335,1677041,REGULAR,ALTENHEIM,,936 BARRET AVE,,LOUISVILLE,KY,40204,FOOD SERVICE (HOSPITAL / NURSING HOME,2022/06/03 00:00:00,96,A,ALTENHEIM,,104
31335,1713339,REGULAR,ALTENHEIM,,936 BARRET AVE,,LOUISVILLE,KY,40204,FOOD SERVICE (HOSPITAL / NURSING HOME,2022/10/31 00:00:00,100,A,ALTENHEIM,,105
31335,1758186,REGULAR,ALTENHEIM,,936 BARRET AVE,,LOUISVILLE,KY,40204,FOOD SERVICE (HOSPITAL / NURSING HOME,2023/05/24 00:00:00,100,A,ALTENHEIM,,106
31336,1705612,REGULAR,MASONIC HOMES MAIN KITCHEN,,240 MASONIC HOME DR,,MASONIC HOME,KY,40041,FOOD SERVICE (HOSPITAL / NURSING HOME,2022/10/03 00:00:00,100,A,MASONIC HOMES MAIN KITCHEN,,107
31336,1747144,REGULAR,MASONIC HOMES MAIN KITCHEN,,240 MASONIC HOME DR,,MASONIC HOME,KY,40041,FOOD SERVICE (HOSPITAL / NURSING HOME,2023/04/10 00:00:00,100,A,MASONIC HOMES MAIN KITCHEN,,108
31337,1690966,REGULAR,SIGNATURE HEALTHCARE OF EAST LOUISVILLE,,2529 SIX MILE LN,,LOUISVILLE,KY,40220,FOOD SERVICE (HOSPITAL / NURSING HOME,2022/08/02 00:00:00,97,A,SIGNATURE HEALTHCARE OF EAST LOUISVILLE,,109
31337,1726120,REGULAR,SIGNATURE HEALTHCARE OF EAST LOUISVILLE,,2529 SIX MILE LN,,LOUISVILLE,KY,40220,FOOD SERVICE (HOSPITAL / NURSING HOME,2022/12/29 00:00:00,91,C,SIGNATURE HEALTHCARE OF EAST LOUISVILLE,,110
31337,1727114,FOLLOWUP,SIGNATURE HEALTHCARE OF EAST LOUISVILLE,,2529 SIX MILE LN,,LOUISVILLE,KY,40220,FOOD SERVICE (HOSPITAL / NURSING HOME,2023/01/05 00:00:00,100,A,SIGNATURE HEALTHCARE OF EAST LOUISVILLE,,111
31360,1707890,REGULAR,LA PETITE ACADEMY,,9505 US HWY 42,,LOUISVILLE,KY,40059,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2022/10/10 00:00:00,99,A,LA PETITE ACADEMY,,112
31360,1745738,REGULAR,LA PETITE ACADEMY,,9505 US HWY 42,,LOUISVILLE,KY,40059,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2023/04/03 00:00:00,99,A,LA PETITE ACADEMY,,113
31371,1697484,REGULAR,ZACHARY TAYLOR ELEMENTARY,,9620 WESTPORT RD,,LOUISVILLE,KY,40241,SCHOOL CAFETERIA OR FOOD SERVICE,2022/08/29 00:00:00,100,A,ZACHARY TAYLOR ELEMENTARY,,114
31371,1729061,REGULAR,ZACHARY TAYLOR ELEMENTARY,,9620 WESTPORT RD,,LOUISVILLE,KY,40241,SCHOOL CAFETERIA OR FOOD SERVICE,2023/01/17 00:00:00,100,A,ZACHARY TAYLOR ELEMENTARY,,115
31372,1704582,REGULAR,TRINITY HIGH SCHOOL,,4011 SHELBYVILLE RD,,LOUISVILLE,KY,40207,SCHOOL CAFETERIA OR FOOD SERVICE,2022/09/28 00:00:00,98,A,TRINITY HIGH SCHOOL,,116
31372,1755562,REGULAR,TRINITY HIGH SCHOOL,,4011 SHELBYVILLE RD,,LOUISVILLE,KY,40207,SCHOOL CAFETERIA OR FOOD SERVICE,2023/05/15 00:00:00,100,A,TRINITY HIGH SCHOOL,,117
31373,1697527,REGULAR,TRUNNELL ELEMENTARY SCHOOL,,7609 ST ANDREWS CHURCH RD,,LOUISVILLE,KY,40214,SCHOOL CAFETERIA OR FOOD SERVICE,2022/08/29 00:00:00,100,A,TRUNNELL ELEMENTARY SCHOOL,,118
